VTD_ID,total_pop,pop_density,prop_white,prop_Black,prop_Hispanic,prop_AIA,prop_Asian,prop_married,prop_nonfamily,prop_family_nonmarried,prop_hs_diploma,prop_some_college,prop_bachelors,prop_higher,prop_under_hs,prop_under_30k,prop_30_to_50k,prop_50_to_100k,prop_more_than_100k,D_pct_vote,Weighted_ideology
26163163064,1889.752725,0.004050699,0.631841006,0.067846565,0.056814712,0.000364682,0.223079799,0.586066193,0.26446345,0.149470357,0,0.113122369,0.256157266,0.273154804,0.357565562,0.096010635,0.160712092,0.223327401,0.519949871,0.660784314,-0.572024755
26163163065,1541.586564,0.00231896,0.581049316,0.042281353,0.022164584,0.000722758,0.352456932,0.802608849,0.145477837,0.051913314,0,0.079377153,0.315976432,0.392052438,0.212593977,0.051161996,0.072292403,0.1588842,0.7176614,0.617795753,-0.47164459
26163163066,1714.392808,0.003172745,0.555226772,0.080068554,0.04371846,0.000589441,0.319316132,0.833071866,0.101639442,0.065288693,0,0.081817674,0.301354403,0.415743541,0.201084381,0.026746901,0.078206285,0.142127405,0.752919409,0.677268475,-0.615335594
26163163067,2324.421707,0.002686074,0.684817814,0.059311741,0.041497976,0.004048583,0.209919028,0.78031746,0.108571429,0.111111111,0,0.060885609,0.336100861,0.383456335,0.219557196,0.015873016,0.046984127,0.128888889,0.808253968,0.609215017,-0.4494407
26163163068,1844.569412,0.008212685,0.684817795,0.059311744,0.041497981,0.004048582,0.209919033,0.780317384,0.10857149,0.111111126,0,0.060885628,0.336100832,0.383456295,0.219557245,0.015873047,0.046984172,0.128888926,0.808253855,0.614111498,-0.466589286
26163163069,1972.701319,0.001050089,0.826660035,0.010196469,0.009947774,0,0.153195722,0.792496172,0.097243492,0.110260337,0,0.075384615,0.365384615,0.297692308,0.261538462,0.067381317,0.033690658,0.142419602,0.756508423,0.56562137,-0.344828688
26163163070,3175.720315,0.00135082,0.626596651,0.068691456,0.058330968,0,0.224382628,0.568869427,0.278264331,0.152866242,0,0.118222411,0.248352116,0.262385711,0.371039762,0.103105096,0.170780255,0.231687898,0.494426752,0.662182362,-0.595356876
26163163792,2661,0.000971636,0.915069523,0.008643367,0.008267569,0.010898159,0.030063886,0.527777778,0.385416667,0.086805556,0,0.100099602,0.357071713,0.285358566,0.25747012,0.169270833,0.130208333,0.173611111,0.526909722,0.532248693,-0.27454939
26163163793,2623.544605,0.000589018,0.746143638,0.02064594,0.028239016,0.002603992,0.199205422,0.812684003,0.088580057,0.09873594,0,0.102663201,0.365187916,0.326233485,0.205915398,0.058461303,0.039925745,0.191631174,0.709981779,0.469453376,-0.121986066
26163163794,725.0850544,0.001114875,0.550244243,0.038729937,0.026517795,0.004884857,0.373691556,0.81627907,0.101162791,0.08255814,0,0.071717172,0.28989899,0.39040404,0.247979798,0.081395349,0.076744186,0.137209302,0.704651163,0.467272727,-0.109535227
